precio,ubicacion,titulo,caracteristicas,area,dormitorios,banos,fecha_publicacion,url,website,search_term,scrape_timestamp,Ciudad,Tipo,Inmueble,Pagina,Fecha_Publicacion
"S/ 4,420 · USD 1,300 S/ 350 Mantenimiento","Calle Alcanfores al 1000 Miraflores, Lima","Miraflores, Lima",14,120 m² tot.,,,Publicado hace 2 días,"Alquiler de Departamento 02 Dormitorios con Terraza en Edificio con Piscina en MirafloresHermoso departamento de 110 m², completamente amoblado y equipado, ubicado en la calle Alcanfores, a pocas cuadras de Larcomar, del Hotel Marriott, bancos, tiendas, restaurantes y todas las comodidades de Miraflores. Se encuentra en una calle tranquila, con poco tráfico y en una zona altamente segura. Distribución y características: -Sala–comedor con cocina abierta, moderna y funcional-Amplia terraza/balcón con agradable vista-2 dormitorios: -Dormitorio principal con cama Queen, baño incorporado y acceso a terraza-Segundo dormitorio con opción de cama o cuna-Segundo baño completo ubicado fuera del dormitorio-Lavandería con lavaseca, tendal y baño de servicio-Departamento totalmente amoblado y equipado-Internet y Direct tv disponibles (pagados por el inquilino) -Una cochera-Áreas comunes del edificio: -Piscina en la azotea-Terraza con zona de parrilla-Gimnasio-Lobby amplio-Portería y seguridad 24/7Condiciones: -Mantenimiento: S/ 350 aprox. (incluye agua) -Arbitrios: S/ 365. 46 trimestrales-Servicios de luz, cable e internet a cuenta del inquilino-No mascotasT. C: Referencial (Se alquila en dólares) ¡Disponibilidad inmediata! Un departamento moderno, cómodo y muy bien ubicado, ideal para personas que buscan vivir en una de las zonas más exclusivas de Miraflores.",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hace 2 días
"S/ 4,704 · USD 1,400","Balta Miraflores, Lima","Miraflores, Lima",18,160 m² tot.,,,Publicado hace 2 días,"Bello departamento duplex totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, tres baños, sala comedor, cocina, lavanderia, cochera. Alquiler mensual $1400 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Bello departamento duplex totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, tres baños, sala comedor, cocina, lavanderia, cochera. Alquiler mensual $1400 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Bello departamento duplex totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, tres baños, sala comedor, cocina, lavanderia, dos cocheras. Alquiler mensual $1400 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti!",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hace 2 días
"S/ 5,520 · USD 1,600 S/ 850 Mantenimiento","Jiron Monte Real al 100 Bella Luz, Santiago de Surco","Bella Luz, Santiago de Surco",23,168 m² tot.,,,Publicado hoy,"Alquiler de departamento dúplex amobladoubicación: 5to pisoÁrea construida: 168. 00 m²Área de terreno: 130. 36 m²01 estacionamiento Moderno y completamente equipado para tu comodidad. Distribución: primer nivel2 dormitorios con baño compartido. Sala de estar amplia. Baño de visitas. Cocina amplia con comedor integrado. Sala-comedor con excelente iluminación natural. Balcón con vista privilegiada. Ascensor directo al departamento y puerta de emergencia con acceso a las escaleras. segundo niveldormitorio principal amplio con 2 closets y baño completo. Balcón amplio ideal para relajarse. Patio grande con baño de visitas. Cuarto y baño de servicio. Lavandería independiente. Detalles adicionales: Amoblado o sin amoblar. Mantenimiento: S/ 850 soles. Espacios amplios y funcionales, ideales para familias o profesionales. Contáctanos para más información o programar una visita!. pj-Ver datos-mvcs",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hoy
"S/ 2,200 S/ 200 Mantenimiento","El Cedro Los Sauces Surquillo Los Sauces, Surquillo","Los Sauces, Surquillo",21,50 m² tot.,,,Publicado hoy,"Departamento de 50. 50 m² en Calle El Cedro 175, Urb. Los Sauces – Surquilloalquiler – S/ 2, 200. mantenimiento 200 soles aproximadamente (incluye agua). Amplio y bien distribuido departamento ubicado en una de las zonas más prácticas y conectadas de Surquillo. Cuenta con un dormitorio principal con baño propio, dos habitaciones en total, sala comedor iluminada, cocina americana y lavandería. Se encuentra en el cuarto piso y el edificio cuenta con ascensor. Además, el departamento admite mascotas. La Urbanización Los Sauces destaca por su tranquilidad y cercanía a zonas clave como Miraflores, San Isidro, Santa Cruz y Limatambo. A solo minutos de avenidas principales como Tomás Marsano, Angamos, Ricardo Palma y Villarán. También está cerca de supermercados, parques, restaurantes, bancos, centros comerciales y rutas de transporte que conectan con toda la ciudad. Una excelente opción para quienes buscan comodidad, seguridad y una ubicación estratégica para vivir. Requisitos: No estar en Infocorp. Contrato mínimo 1 año. Sustentar ingresos. Disponibilidad inmediata. Para coordinar visitas, comunícate por mensaje. pj-Ver datos-mvcs",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hoy
"S/ 3,300 S/ 300 Mantenimiento","Fanning Miraflores, Lima","Miraflores, Lima",21,135 m² tot.,,,Publicado hace 2 días,"Lindo departamento totalmente amoblado y equipado inmejorable ubicacion tres dormitorios, dos baños, sala comedor, cocina., lavanderia, cochera. Alquiler mensual S/3, 300 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Lindo departamento totalmente amoblado y equipado inmejorable ubicacion tres dormitorios, dos baños, sala comedor, cocina., lavanderia, cochera. Alquiler mensual S/3, 300 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Lindo departamento totalmente amoblado y equipado inmejorable ubicacion tres dormitorios, dos baños, sala comedor, cocina., lavanderia, cochera. Alquiler mensual S/3, 300 Jacky Arroyo. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti!",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hace 2 días
"S/ 2,400","Rosalia Lavalle De Morales al 100 San Miguel, Lima","San Miguel, Lima",10,110 m² tot.,,,Publicado hoy,"Residencial Rosalía – Departamento con vista al parque (Estreno) Se alquila moderno y amplio departamento de 110 m², ubicado en una zona tranquila, segura y con excelente conexión. El edificio goza de una privilegiada ubicación frente a parque, ideal para quienes buscan comodidad y calidad de vida. Características del departamento: Sala–comedor amplia con buena iluminación natural-02 dormitorios amplios-02 baños completos-Cocina y lavandería de gran tamaño-Ambientes muy ventilados e iluminadosDepartamentos Disponibles: Piso 02: Precio: S/ 2, 400 mensualesPiso 03: Precio: S/ 2, 400 mensualesCondiciones: -Contrato: Min 01 año-2x1 (2 garantía 1 adelanto) Ubicación y alrededores: A pocos minutos de Plaza San Miguel, Tottus, centros comerciales, Universidades (upc, Católica, San Marcos), restaurantes, cafés, farmacias. De fácil acceso y en un entorno familiar y seguro. Ideal para quienes buscan vivir en un lugar cómodo, bien distribuido y con excelente ubicación.",urbania,Lima_alquiler_departamento_p1,2025-11-22 23:28:57.363627,Lima,alquiler,departamento,1,Publicado hoy
"S/ 2,100 · USD 625 S/ 240 Mantenimiento","Av. Tomás Marsano 1623 Surquillo, Lima","Surquillo, Lima",44,70 m² tot.,,,Publicado desde ayer,"Alquiler de departamento — av. Tomás marsono 1623, surquilloalquiler mensual: S/ 2, 100Moderno flat de 1 dormitorio (70 m²) ubicado en el segundo piso del edificio “Altos de Marsano”, con vista interior hacia el patio y el jardín común. Cuenta con una amplia sala comedor, baño de visitas, cocina con lavandería y cochera techada en sótano. El departamento se alquila completamente equipado con campana, horno, refrigeradora, lavadora, luminarias y stores. Características del inmuebleÁrea total: 70 m²Flat de 1 dormitorioBaño de visitasAmplia sala comedorCocina y lavanderíaVista interior a jardín comúnUbicado en 2do pisoCochera techada en sótanoAntigüedad: 7 añosEdificio: Altos de MarsanoÁreas comunesGimnasioPiscinaZona de parrillaJuegos para niñosSala de reuniones. Contactos para coordinar visitas: Minerva Mansilla: Ver datosSócrates Mansilla: Ver datosStefano Agurto: Ver datosInformación e imágenes referenciales.",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado desde ayer
"S/ 2,900 · USD 860 S/ 300 Mantenimiento","Jr Huascar 2045, Jesús María Jesús María, Lima","Jesús María, Lima",22,90 m² tot.,,,Publicado hace 2 días,"Descripcion del departamentoel departamento está ubicado Jesús María, una zona céntrica, segura y muy bien conectada. A pocos minutos encontrarás supermercados, restaurantes, farmacias, bancos y servicios. La zona destaca por su cercanía a importantes áreas verdes como el Campo de Marte, perfecto para hacer deporte o pasear. Tiene acceso rápido a avenidas principales como Salaverry, facilitando la movilidad hacia San Isidro, Lince y el Centro de Lima. El transporte público es fluido, con múltiples líneas de buses y fácil conexión al Metro de Lima. Es un barrio tranquilo, residencial y con buena calidad de vidacaracteristicas del departamentoárea: 90 m²Amplia sala2 dormitorios amoblados (Habitación, principal cuenta con balcón y walking closet, el secundario con su armario) Lavandería. Cocina equipada, con muebles altos y bajo. Conexión de gas natural (Calidda). 1 año de antigüedadareas comuneszona de parrillaEspacio para fogataSala de juegosPiscinaCo-workingcondiciones2 de garantía y 1 adelanto.",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado hace 2 días
"S/ 6,120 · USD 1,800 S/ 612 Mantenimiento","Av. Angamos Oeste 1569, Miraflores Santa Cruz, Miraflores","Santa Cruz, Miraflores",11,120 m² tot.,,,Publicado desde ayer,"Alquilo departamento frente al parque naciones unidas – miraflores. Amoblado • 120 m² • 3er piso • Edificio de 28 departamentos. renta: • us$ 1, 800 amoblado. • us$ 1, 700 solo línea blanca. Características del departamento. • 3 dormitorios: Dormitorio principal con vista al parque, cama king, baño incorporado y tv de 49” Segundo dormitorio con cama doble. Tercer dormitorio acondicionado como sala de estar. • 1 baño completo para los dormitorios. • Baño de visita. • Sala-comedor con balcón con vista al parque. • Cocina equipada + lavandería. • Cuarto y baño de servicio. • 1 estacionamiento paralelo (opción a un segundo por S/ 300) Incluye electrodomésticos. • Refrigeradora lg de 2 puertas. • Cocina ge de 6 hornillas a gas. • Lavadora lg de 16 kg. • Lavavajillas Bosch. • Microondas Samsung. • Terma Rotoplas de 50 litros. Condiciones. • us$ 1, 800 mensuales amoblado. • us$ 1, 700 sin amoblar con línea blanca. • Mantenimiento: S/ 615. • Disponible. • Condición 3×1",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado desde ayer
"S/ 3,400 S/ 270 Mantenimiento","JR. MONTE REAL Chacarilla Del Estanque, Santiago de Surco","Chacarilla Del Estanque, Santiago de Surco",19,74 m² tot.,,,Publicado hoy,"Comodidad, estilo y ubicación privilegiada en un solo lugar. Vive en uno de los sectores más exclusivos de Surco, en Jr. Monte Real – Chacarilla del Estanque, y disfruta de un moderno departamento diseñado para brindarte funcionalidad y confort en cada espacio. Ideal para parejas, familias pequeñas, estudiantes o profesionales que buscan calidad de vida en una zona estratégica. Piso 3 | Edificio de 9 pisos con ascensor. Área total: 75 m² Cerca de centros comerciales, cafés, restaurantes, universidades y con acceso rápido a avenidas principales. Distribucion: • Sala – comedor. • Moderna cocina americana equipada (cocina, horno y campana) • Dormitorio principal con walk-in closet y baño incorporado. • Dormitorio secundario con closet. • 2 baños completos. • Área de lavandería. • Instalaciones de gas Cálidda. areas comunes: Primer piso: • Lobby elegante. • Salón de usos múltiples. • 2 baños. Piso 10: • Zona de parrilla. Alquiler mensual: S/ 3, 400. Mantenimiento aprox.: S/ 270 (Incluye vigilancia 24/7, limpieza y consumo de agua y luz de áreas comunes) ¡No dejes pasar esta oportunidad! Agenda tu visita hoy mismo!! Requisitos: • Modalidad 2x1: 2 meses de garantía + 1 mes adelantado. • Sustento de ingresos (boletas, recibos por honorarios o constancia de trabajo) • Buen historial crediticio en Infocorp (indispensable) • Contrato mínimo de 1 año. • No estar reportado en procesos judiciales",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado hoy
"S/ 1,800","Av. Colonial 2140, Lima 15081 Lima Cercado, Lima","Lima Cercado, Lima",17,68 m² tot.,,,Publicado desde ayer,"Alquiler de departamento con cochera en Central Colonial 2 – Av. Colonial, cuadra 21Moderno departamento ubicado en el piso 10, con vista interna, lo que garantiza mayor privacidad, buena iluminación y ventilación en todos los ambientes. A pocos minutos de la Av. Universitaria y de la Universidad Nacional Mayor de San Marcos. Características del departamento: • Sala comedor amplia y bien iluminada• Cocina con mesadas de granito, reposteros altos y bajos• Lavandería integrada con terma• 3 dormitorios (dormitorio principal con baño privado) • 1 baño completo adicional• Cochera incluidaÁreas comunes del edificio: • Gimnasio• Zona de parrillas• Sala de reuniones• Sala de juegos para niñosCondiciones: • Alquiler: S/ 1, 800• Mantenimiento: S/ 200• Modalidad: 2x1Un departamento funcional, bien ubicado y con todas las comodidades que necesitas. Agenda tu visita hoy mismo!",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado desde ayer
"S/ 3,024 · USD 899 S/ 350 Mantenimiento","Dean Valdivia San Isidro, Lima","San Isidro, Lima",23,80 m² tot.,,,Publicado hace 2 días,"Precioso departamento totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, dos baños, sala comedor, cocina. Alquiler mensual $899 Cinthya Gil. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Precioso departamento totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, dos baños, sala comedor, cocina. Alquiler mensual $899 Cinthya Gil. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti! Precioso departamento totalmente amoblado y equipado inmejorable ubicacion dos dormitorios, dos baños, sala comedor, cocina. Alquiler mensual $899 Cinthya Gil. 9. 5. 5. 5. 4. 3. 7. 4. 3. -. 9. 2. 5. 8. 0. 3. 3. 2. 6. Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para ti!",urbania,Lima_alquiler_departamento_p2,2025-11-22 23:30:08.734777,Lima,alquiler,departamento,2,Publicado hace 2 días
